"684893880","Wilhelmina Bythell","Female","[56.0, 71.0, 56.0, 73.0, 90.0, 31.0, 34.0, 95.0, 94.0, 98.0, 60.0, 5.0, 23.0, 67.0, 77.0, 90.0, 10.0, 30.0, 30.0, 86.0, 20.0, 51.0, 78.0, 64.0]","9","BSc (Hons) Web Design and Development","[12/08/6793, 02/02/6120, 13/05/6686, 27/09/7426, 22/11/3458, 11/07/8575, 01/11/7263, 04/10/4264, 15/11/2404, 06/08/2564, 01/06/8949, 16/03/2586, 15/12/7759, 08/06/8621, 04/09/4347, 18/08/5980, 12/09/8811, 08/08/3035, 24/12/3077, 06/01/7079, 03/02/3888, 12/11/4154, 02/07/2486, 13/08/6078]"
"843567854","Sonny De la Feld","Female","[20.0, 92.0, 97.0, 76.0, 61.0, 4.0, 44.0, 53.0, 67.0, 57.0, 39.0, 95.0, 56.0, 94.0, 6.0, 67.0, 55.0, 6.0, 65.0, 57.0, 4.0, 87.0, 96.0, 77.0]","31","MComp (Hons) Computer Security and Networks","[27/03/2887, 09/07/2581, 01/12/4237, 14/08/8015, 11/09/4524, 04/10/2510, 10/08/2908, 10/10/4435, 23/04/2972, 03/05/8496, 04/03/7495, 07/12/3168, 01/02/6998, 07/04/4629, 25/03/7538, 06/05/4248, 18/10/3889, 21/07/4674, 18/07/4542, 26/04/5465, 08/09/3262, 07/07/7621, 03/12/6619, 24/10/8446]"
"79394818","Mischa Jurasz","Male","[22.0, 82.0, 91.0, 85.0, 42.0, 53.0, 0.0, 41.0, 73.0, 34.0, 44.0, 6.0, 83.0, 41.0, 24.0, 20.0, 20.0, 29.0, 32.0, 12.0, 53.0, 72.0, 26.0, 13.0]","65","BSc (Hons) Computer Science and Artificial Intelligence","[04/06/8688, 03/05/6290, 27/01/5484, 07/02/7524, 24/08/5009, 06/03/2654, 22/05/5820, 15/07/6186, 20/03/6782, 11/02/3246, 23/08/5139, 26/04/6441, 06/07/8172, 06/05/7728, 26/10/4127, 08/02/7507, 09/10/4548, 19/09/5674, 01/07/6520, 25/03/5117, 10/07/2884, 09/10/4846, 26/11/8852, 18/06/5002]"
"249669690","Glenn Ida","Female","[80.0, 98.0, 90.0, 30.0, 67.0, 34.0, 40.0, 39.0, 8.0, 95.0, 2.0, 12.0, 53.0, 60.0, 14.0, 55.0, 72.0, 13.0, 64.0, 87.0, 79.0, 34.0, 2.0, 39.0]","40","BSc (Hons) Computer Engineering","[15/09/7741, 24/02/6905, 20/12/3602, 15/05/5506, 07/09/4561, 12/10/6668, 10/07/4496, 18/03/5199, 23/09/2687, 17/02/2319, 14/10/2458, 08/04/2697, 15/11/4329, 12/11/6571, 20/05/5277, 17/09/2350, 12/02/3760, 20/08/4060, 13/06/2117, 20/06/8504, 01/07/8391, 04/06/8610, 03/07/7814, 12/12/7470]"
"258189880","Konstantin Haward","Male","[67.0, 86.0, 40.0, 47.0, 74.0, 23.0, 55.0, 44.0, 45.0, 76.0, 87.0, 19.0, 9.0, 92.0, 56.0, 65.0, 72.0, 37.0, 23.0, 89.0, 43.0, 68.0, 61.0, 13.0]","46","MEng (Hons) Intelligent Automation and Robotics","[16/10/8992, 12/02/7209, 28/11/6654, 19/08/8361, 10/05/2583, 08/02/4903, 20/04/4845, 08/08/3271, 10/05/2107, 23/05/3724, 10/09/3020, 26/05/8140, 27/07/3797, 06/08/2100, 13/07/6565, 02/05/5271, 18/08/6755, 09/04/2175, 18/03/2379, 15/12/4517, 13/05/3259, 12/12/5246, 20/01/8919, 28/12/4722]"
"652631402","Jarret Stormes","Male","[8.0, 87.0, 13.0, 41.0, 98.0, 83.0, 65.0, 91.0, 56.0, 88.0, 53.0, 76.0, 1.0, 27.0, 94.0, 74.0, 47.0, 64.0, 33.0, 29.0, 20.0, 13.0, 56.0, 69.0]","29","BSc (Hons) Computer Engineering","[20/11/6214, 19/10/6158, 18/09/2901, 07/11/7053, 18/06/2258, 04/05/8868, 27/03/4850, 11/10/3013, 25/06/3569, 18/10/6196, 11/03/2327, 17/08/7699, 09/03/6521, 11/08/7103, 20/01/5894, 04/03/8085, 09/07/4272, 16/03/3781, 11/07/2944, 22/02/3256, 11/04/4917, 03/04/5350, 15/11/4131, 14/08/3871]"
"327116841","Hatti Pittem","Female","[80.0, 10.0, 28.0, 89.0, 99.0, 6.0, 47.0, 89.0, 71.0, 15.0, 34.0, 48.0, 56.0, 78.0, 33.0, 81.0, 50.0, 31.0, 76.0, 17.0, 2.0, 15.0, 96.0, 15.0]","45","MComp (Hons) Computer Security and Networks","[03/11/5455, 01/12/3105, 26/08/7070, 02/10/2442, 12/09/5281, 06/09/5827, 15/05/4901, 02/09/4085, 07/01/8641, 17/10/4694, 23/06/5796, 05/11/6111, 16/11/5189, 09/06/4342, 27/02/2612, 18/03/5500, 02/05/7997, 08/11/6147, 25/02/6295, 01/09/6125, 22/11/5713, 02/06/6722, 16/04/4911, 04/02/4024]"
"86843561","Erny Brik","Male","[0.0, 65.0, 5.0, 80.0, 94.0, 38.0, 10.0, 19.0, 81.0, 86.0, 74.0, 0.0, 79.0, 1.0, 84.0, 73.0, 46.0, 21.0, 49.0, 19.0, 50.0, 76.0, 28.0, 34.0]","41","BSc (Hons) Web Design and Development","[14/08/7805, 07/09/3484, 19/09/5788, 10/01/4067, 26/11/3300, 15/02/4271, 13/05/8956, 09/09/6022, 02/03/8472, 09/02/2762, 04/07/5622, 06/10/5373, 14/01/7113, 26/05/7102, 03/05/3480, 20/11/6292, 05/10/7517, 19/03/8632, 19/01/4212, 23/11/5331, 16/02/5871, 10/07/8424, 12/11/2604, 12/01/7913]"
"933470206","Lindsey Romaint","Female","[88.0, 60.0, 73.0, 80.0, 73.0, 28.0, 94.0, 69.0, 20.0, 67.0, 80.0, 98.0, 13.0, 95.0, 38.0, 29.0, 21.0, 90.0, 13.0, 20.0, 0.0, 85.0, 64.0, 48.0]","87","BSc (Hons) Computing","[01/10/3565, 23/06/6004, 08/09/5163, 21/04/7368, 17/08/8038, 01/03/2643, 08/10/7343, 06/01/3246, 10/04/2861, 21/05/4039, 09/08/5677, 16/05/3277, 24/10/3645, 02/10/5164, 22/07/2519, 06/07/6394, 06/07/3989, 17/04/7148, 26/06/5553, 04/08/3067, 08/09/7774, 24/03/7236, 22/03/7676, 05/10/3801]"
"389512420","Osmond Roylance","Male","[61.0, 94.0, 16.0, 17.0, 83.0, 91.0, 34.0, 64.0, 31.0, 17.0, 21.0, 79.0, 26.0, 31.0, 52.0, 2.0, 74.0, 66.0, 46.0, 76.0, 53.0, 98.0, 60.0, 78.0]","24","BSc (Hons) Computer Engineering","[03/07/7862, 02/05/7602, 15/08/7117, 12/11/4745, 26/06/5559, 13/06/3518, 27/03/2521, 27/10/7513, 08/09/2605, 10/02/5657, 14/06/2419, 25/09/6450, 22/11/2700, 14/03/2212, 28/02/5204, 16/04/7870, 01/07/4217, 12/02/8710, 10/02/7032, 10/06/7564, 16/03/5739, 02/09/3815, 05/07/8499, 22/09/6630]"
"620594117","Brunhilde Gooderidge","Female","[7.0, 71.0, 51.0, 91.0, 62.0, 10.0, 51.0, 27.0, 71.0, 92.0, 0.0, 32.0, 78.0, 90.0, 88.0, 3.0, 2.0, 93.0, 55.0, 34.0, 63.0, 62.0, 87.0, 87.0]","8","BSc (Hons) Computer Science and Artificial Intelligence","[19/04/4164, 18/09/2608, 06/08/4865, 15/03/2796, 13/06/6869, 19/03/6165, 25/07/5753, 02/10/3962, 08/02/5409, 18/02/5254, 08/02/4763, 23/04/5241, 11/03/8765, 04/02/4324, 09/04/9011, 09/03/3833, 26/09/7321, 25/02/8337, 17/07/2536, 07/06/2586, 11/06/3087, 10/10/4594, 04/05/2602, 14/06/3765]"
"782208402","Ewell Ifill","Male","[1.0, 92.0, 35.0, 16.0, 21.0, 96.0, 4.0, 93.0, 86.0, 43.0, 89.0, 1.0, 5.0, 56.0, 92.0, 70.0, 68.0, 19.0, 20.0, 85.0, 90.0, 46.0, 69.0, 96.0]","2","BSc (Hons) Information Technology Management for Business","[14/08/4583, 18/10/6146, 13/08/8354, 23/08/7294, 02/04/3991, 15/05/7011, 10/07/7407, 06/01/3768, 27/04/2553, 05/04/4997, 16/02/8479, 20/02/7976, 24/03/2184, 24/07/6149, 13/02/4137, 03/08/5980, 21/04/5787, 23/04/6218, 14/02/5578, 16/09/6215, 17/03/4971, 02/08/5932, 26/02/3859, 09/09/3123]"
"858834910","Margarette Andrat","Female","[44.0, 47.0, 58.0, 81.0, 1.0, 25.0, 58.0, 90.0, 43.0, 64.0, 31.0, 99.0, 48.0, 73.0, 49.0, 83.0, 52.0, 45.0, 34.0, 97.0, 69.0, 34.0, 11.0, 22.0]","92","BSc (Hons) Data Science","[08/05/3248, 27/06/4644, 19/11/3024, 26/08/4229, 04/02/8845, 23/08/6940, 16/06/3482, 21/12/3114, 25/07/2331, 08/05/7162, 07/09/7781, 08/02/7439, 12/05/7410, 26/05/7965, 17/07/7333, 10/12/2684, 27/09/7627, 21/04/7038, 04/02/7156, 13/08/2135, 05/09/5740, 20/04/8081, 11/07/4519, 09/05/4331]"
"689926961","Sansone Tresler","Male","[38.0, 93.0, 33.0, 50.0, 29.0, 63.0, 0.0, 4.0, 25.0, 1.0, 73.0, 49.0, 26.0, 90.0, 20.0, 44.0, 56.0, 31.0, 29.0, 69.0, 38.0, 2.0, 60.0, 7.0]","94","BSc (Hons) Information Technology Management for Business","[22/04/5218, 10/10/3243, 08/11/8521, 04/02/6558, 27/10/6569, 16/01/7812, 06/10/4900, 17/10/2808, 07/07/8607, 21/11/2943, 02/05/3675, 12/09/2737, 25/04/8982, 24/11/8341, 07/12/8252, 06/03/8935, 14/02/8059, 13/04/2328, 24/08/7895, 25/11/5063, 19/08/3152, 20/03/5032, 03/02/4912, 03/12/7506]"
"696347012","Delly Shaddick","Non-binary","[68.0, 85.0, 81.0, 61.0, 40.0, 18.0, 39.0, 6.0, 98.0, 12.0, 32.0, 52.0, 27.0, 85.0, 27.0, 37.0, 73.0, 84.0, 0.0, 48.0, 36.0, 56.0, 92.0, 72.0]","4","MEng (Hons) Intelligent Automation and Robotics","[14/07/4854, 20/06/3451, 10/02/4779, 04/07/7749, 04/11/8727, 15/11/3974, 12/11/5884, 16/08/5030, 01/09/5385, 14/07/5011, 16/02/4834, 16/04/7098, 15/11/8826, 18/12/5662, 07/02/3905, 11/03/2258, 14/04/8630, 26/09/5818, 09/01/2187, 25/04/5528, 08/07/4702, 16/08/6873, 25/06/2409, 06/03/6703]"
"972588425","Garrott Stooke","Male","[6.0, 73.0, 16.0, 61.0, 41.0, 28.0, 20.0, 21.0, 16.0, 67.0, 45.0, 30.0, 92.0, 11.0, 53.0, 97.0, 54.0, 13.0, 64.0, 46.0, 65.0, 69.0, 64.0, 43.0]","92","BSc (Hons) Computing (Networking, Security and Forensics)","[24/11/5487, 27/02/8823, 14/12/4040, 03/05/5158, 02/10/8003, 25/05/5424, 22/07/3792, 11/05/6460, 15/06/4578, 10/10/6319, 05/09/7401, 02/08/2505, 12/08/5662, 24/05/2838, 07/05/5328, 26/04/5910, 22/04/8424, 12/08/2440, 22/09/5560, 19/06/6547, 13/02/8129, 08/01/8007, 11/05/3540, 17/08/4296]"
"483264421","Flor Gawkes","Female","[38.0, 9.0, 19.0, 9.0, 86.0, 96.0, 38.0, 14.0, 83.0, 26.0, 10.0, 70.0, 3.0, 35.0, 13.0, 39.0, 88.0, 11.0, 41.0, 7.0, 28.0, 46.0, 36.0, 1.0]","98","BSc (Hons) Computing","[12/07/4465, 26/08/6177, 19/02/2438, 25/11/4478, 02/10/8509, 11/09/2471, 18/11/5826, 22/06/7068, 19/02/6235, 24/05/6400, 27/07/3572, 23/01/8864, 08/04/6751, 12/09/7955, 02/09/5510, 22/03/3529, 03/02/3191, 08/02/5597, 03/06/6715, 27/10/2351, 09/04/5691, 03/08/2391, 21/02/6512, 06/05/8302]"
"760536975","Wiatt Benjamin","Male","[15.0, 22.0, 88.0, 29.0, 95.0, 20.0, 13.0, 65.0, 90.0, 55.0, 71.0, 1.0, 84.0, 7.0, 29.0, 94.0, 64.0, 24.0, 29.0, 58.0, 16.0, 48.0, 37.0, 45.0]","64","MEng (Hons) Intelligent Automation and Robotics","[25/06/2661, 12/03/3297, 16/12/5544, 13/06/4264, 22/03/5645, 11/11/4098, 04/07/8936, 09/06/4815, 15/09/8970, 17/02/8334, 14/06/4727, 16/11/6095, 19/03/2160, 11/10/3475, 03/01/2159, 04/09/7875, 21/07/7269, 10/09/8519, 22/10/8167, 23/03/5734, 21/05/6380, 18/09/5566, 04/12/6793, 25/09/7957]"
"461901748","Franklin Olivey","Male","[77.0, 83.0, 14.0, 94.0, 63.0, 57.0, 9.0, 92.0, 80.0, 29.0, 57.0, 20.0, 66.0, 85.0, 74.0, 11.0, 59.0, 17.0, 99.0, 8.0, 66.0, 29.0, 3.0, 40.0]","83","BSc (Hons) Software Engineering","[05/10/8484, 05/06/2982, 27/02/3475, 06/03/2586, 10/02/3567, 20/07/6175, 03/01/5372, 01/07/6625, 06/05/3782, 09/04/8761, 13/04/6529, 08/10/3190, 21/10/5329, 11/11/6395, 15/03/5364, 15/03/6582, 24/10/3621, 17/07/8412, 21/05/3370, 25/09/4573, 23/06/8680, 19/09/8140, 18/10/8154, 05/02/2921]"
"263901316","Avictor Sobey","Male","[38.0, 11.0, 28.0, 31.0, 38.0, 12.0, 71.0, 90.0, 29.0, 48.0, 8.0, 7.0, 13.0, 87.0, 52.0, 71.0, 86.0, 99.0, 25.0, 10.0, 71.0, 61.0, 81.0, 51.0]","33","BSc (Hons) Computing (Networking, Security and Forensics)","[02/06/2108, 25/03/3826, 03/09/5303, 02/06/6218, 21/11/5620, 26/08/3342, 07/09/3102, 28/10/7163, 24/06/2420, 25/04/5360, 14/09/4231, 10/09/5448, 26/06/7866, 21/02/2581, 09/04/8517, 06/09/8760, 25/10/6444, 17/04/3137, 25/10/6828, 24/09/7173, 14/08/3817, 20/03/5405, 22/04/7568, 21/04/8304]"
"784052297","Jodi Abramovicz","Agender","[79.0, 86.0, 53.0, 60.0, 88.0, 26.0, 64.0, 83.0, 80.0, 84.0, 71.0, 23.0, 24.0, 22.0, 83.0, 36.0, 63.0, 79.0, 34.0, 71.0, 31.0, 0.0, 38.0, 64.0]","66","BSc (Hons) Computing (Games Programming)","[10/07/6789, 09/09/7269, 17/03/6854, 04/03/4608, 13/11/3666, 03/06/8195, 15/10/5271, 02/03/6774, 19/10/8497, 06/05/5984, 16/10/7759, 03/11/4773, 08/09/3460, 11/03/2314, 13/08/5140, 07/04/6411, 18/09/8511, 26/07/6543, 11/04/3393, 25/08/4620, 15/08/6331, 04/02/5321, 27/10/3905, 26/10/8172]"
"665339967","Ronni Corhard","Genderqueer","[24.0, 43.0, 79.0, 22.0, 9.0, 87.0, 96.0, 49.0, 23.0, 71.0, 91.0, 92.0, 98.0, 30.0, 91.0, 73.0, 40.0, 8.0, 85.0, 18.0, 38.0, 49.0, 50.0, 40.0]","50","BSc (Hons) Data Science","[13/07/3781, 06/11/5235, 04/10/3067, 05/02/5148, 04/09/6719, 17/06/2670, 15/01/3031, 05/12/5377, 11/10/3087, 14/07/5887, 19/09/8974, 05/06/5845, 27/02/5212, 14/07/5329, 07/07/3686, 15/08/7217, 07/07/5310, 02/03/8420, 11/05/4531, 20/08/3547, 16/05/4429, 05/06/4109, 11/04/2465, 10/08/8007]"
"796139874","Marabel Hallad","Female","[39.0, 28.0, 10.0, 17.0, 29.0, 93.0, 35.0, 38.0, 85.0, 88.0, 40.0, 44.0, 69.0, 33.0, 3.0, 92.0, 26.0, 96.0, 16.0, 56.0, 3.0, 27.0, 80.0, 34.0]","67","BSc (Hons) Computer Science and Artificial Intelligence","[16/07/5257, 27/09/5905, 18/07/3362, 13/10/2810, 07/07/3255, 10/06/8614, 24/10/6908, 17/04/2549, 28/05/4674, 23/03/2605, 08/10/7917, 06/02/8474, 10/03/8527, 11/10/6287, 09/02/5215, 15/12/8242, 20/02/7559, 06/07/6090, 24/07/3530, 18/06/2827, 11/02/6669, 28/10/7950, 01/02/5180, 11/10/4918]"
"309409916","Ethel Rutigliano","Female","[48.0, 61.0, 1.0, 40.0, 86.0, 47.0, 89.0, 28.0, 41.0, 19.0, 26.0, 61.0, 33.0, 75.0, 76.0, 18.0, 57.0, 33.0, 0.0, 57.0, 16.0, 23.0, 56.0, 94.0]","64","BSc (Hons) Computer Science and Mathematics","[14/01/5477, 04/09/5618, 22/10/4750, 07/08/7839, 21/09/5695, 14/03/2614, 20/03/4207, 05/01/2135, 17/11/7625, 02/07/4844, 05/08/5713, 10/10/6909, 19/10/7863, 25/06/4745, 22/03/7176, 25/04/3318, 14/04/6256, 01/11/9004, 11/05/5030, 19/11/6816, 18/09/5258, 14/02/3107, 25/01/5233, 02/10/5068]"
"557581939","Leeann Mara","Female","[40.0, 4.0, 40.0, 39.0, 94.0, 6.0, 23.0, 44.0, 17.0, 50.0, 33.0, 22.0, 86.0, 92.0, 57.0, 76.0, 77.0, 76.0, 6.0, 37.0, 77.0, 5.0, 94.0, 54.0]","10","BSc (Hons) Computer Science and Mathematics","[06/09/6061, 26/03/6573, 15/09/5597, 02/04/5174, 10/04/7154, 25/11/5363, 10/12/7246, 01/02/5036, 05/02/3975, 25/04/5520, 20/06/2529, 13/09/3567, 25/10/7653, 05/02/2747, 23/01/2155, 26/06/7673, 05/01/6260, 27/04/8180, 24/12/5866, 03/08/3928, 08/12/7625, 23/11/7422, 17/06/3600, 25/03/7153]"
"244826524","Charmaine Boylin","Female","[25.0, 96.0, 20.0, 79.0, 31.0, 90.0, 43.0, 33.0, 66.0, 98.0, 39.0, 78.0, 87.0, 75.0, 18.0, 96.0, 49.0, 94.0, 76.0, 47.0, 17.0, 92.0, 84.0, 39.0]","56","BSc (Hons) Web Design and Development","[08/05/8925, 02/04/3381, 15/02/5052, 21/03/4016, 07/10/8928, 07/11/7521, 15/10/4856, 20/04/6546, 14/02/2380, 16/04/3588, 23/02/5840, 02/08/4576, 06/06/4265, 25/02/8623, 12/10/8298, 25/05/2108, 07/09/7310, 12/07/3377, 16/09/6616, 17/12/5131, 26/04/2340, 05/08/6224, 21/03/8978, 05/05/2804]"
"4045288","Shelba Aguilar","Female","[64.0, 46.0, 64.0, 76.0, 62.0, 49.0, 74.0, 74.0, 73.0, 39.0, 28.0, 81.0, 95.0, 67.0, 19.0, 70.0, 4.0, 31.0, 67.0, 54.0, 26.0, 31.0, 34.0, 51.0]","15","BSc (Hons) Computer Science and Artificial Intelligence","[14/09/5239, 02/07/4205, 03/04/4635, 12/02/7124, 06/09/7260, 11/02/7532, 11/10/2865, 05/05/8180, 03/03/4860, 06/03/7653, 26/12/8821, 27/02/7906, 21/07/6585, 21/05/5956, 25/01/3609, 15/02/6884, 17/09/8189, 26/02/6833, 22/07/6434, 13/01/8826, 20/02/3113, 25/05/4015, 27/05/4484, 26/05/5873]"
"839222080","Westleigh Sturdy","Male","[26.0, 20.0, 89.0, 87.0, 88.0, 54.0, 12.0, 89.0, 24.0, 60.0, 68.0, 92.0, 60.0, 71.0, 92.0, 13.0, 60.0, 0.0, 93.0, 24.0, 19.0, 8.0, 91.0, 27.0]","48","BEng (Hons) Intelligent Automation and Robotics","[19/12/8425, 15/10/7819, 14/02/5840, 18/01/5017, 03/10/7149, 23/10/4707, 01/05/3509, 20/05/6830, 18/07/5586, 12/05/8005, 17/03/2391, 22/08/5354, 19/08/6817, 13/08/6205, 21/09/7073, 18/09/5073, 28/02/4135, 10/10/3750, 15/10/7330, 09/05/4254, 08/11/4317, 18/02/4972, 03/07/6678, 13/10/4157]"
"569364559","Corrine Nock","Female","[80.0, 4.0, 12.0, 56.0, 66.0, 28.0, 22.0, 46.0, 80.0, 63.0, 3.0, 69.0, 66.0, 71.0, 79.0, 33.0, 43.0, 78.0, 61.0, 44.0, 92.0, 93.0, 37.0, 31.0]","42","BSc (Hons) Robotics and Artificial Intelligence","[10/08/8899, 25/06/6158, 14/02/4396, 03/02/4537, 04/03/3193, 11/07/6048, 04/05/2251, 24/05/5119, 19/03/3625, 17/05/6347, 16/05/5369, 10/04/2340, 23/09/5345, 19/11/5940, 16/12/3156, 24/12/2177, 15/03/7064, 06/10/8987, 09/10/4345, 06/06/3315, 12/07/2590, 04/04/6580, 12/09/4913, 23/09/4889]"
